country,department,month,budgeted_revenue,budgeted_expenses,budgeted_net_income,budgeted_tax,budgeted_net_profit_after_tax,variance_revenue,variance_expenses,variance_net_profit
UAE,Cloud Ops,2026-01-01,51412999.48,33017037.09,18395962.39,4598990.6,13796971.79,-2068031.03,600398.87,-2668429.9
UAE,Cloud Ops,2026-02-01,51662084.76,33157467.33,18504617.43,4626154.36,13878463.07,2564292.91,-651693.06,3215985.97
UAE,Cloud Ops,2026-03-01,50869235.9,33319560.66,17549675.24,4387418.81,13162256.43,-1721557.52,1442245.23,-3163802.75
UAE,Cloud Ops,2026-04-01,51203118.93,33135932.08,18067186.85,4516796.71,13550390.14,-1078705.42,-1261713.25,183007.83
UAE,Cloud Ops,2026-05-01,51933666.44,32972362.31,18961304.13,4740326.03,14220978.1,685529.16,-603019.04,1288548.2
UAE,Cloud Ops,2026-06-01,52222619.14,33695390.54,18527228.6,4631807.15,13895421.45,-2219028.29,1447001.83,-3666030.12
UAE,Cloud Ops,2026-07-01,50938111.42,33130262.92,17807848.5,4451962.12,13355886.38,1778418.38,-435655.02,2214073.4
UAE,Cloud Ops,2026-08-01,51429197.35,33789555.15,17639642.2,4409910.55,13229731.65,-1607047.75,-1447045.82,-160001.93
UAE,Cloud Ops,2026-09-01,51934904.49,34024148.03,17910756.46,4477689.12,13433067.34,-2401941.42,466648.54,-2868589.96
UAE,Cloud Ops,2026-10-01,51557118.99,34129342.95,17427776.04,4356944.01,13070832.03,812650.1,-413132.87,1225782.97
UAE,Cloud Ops,2026-11-01,52704903.22,34263462.03,18441441.19,4610360.3,13831080.89,-1742849.61,484538.44,-2227388.05
UAE,Cloud Ops,2026-12-01,51466202.29,33396690.56,18069511.73,4517377.93,13552133.8,-2326863.55,701285.4,-3028148.95
UAE,Modeling,2025-01-01,8649359.1,5066340.03,3583019.07,895754.77,2687264.3,141381.94,235996.07,-94614.13
UAE,Modeling,2025-02-01,8624317.0,5011257.96,3613059.04,903264.76,2709794.28,41282.46,157428.05,-116145.59
UAE,Modeling,2025-03-01,8703231.2,5216914.07,3486317.13,871579.28,2614737.85,-282419.54,81377.62,-363797.16
UAE,Modeling,2025-04-01,8870632.03,5210941.19,3659690.84,914922.71,2744768.13,-441742.75,69303.74,-511046.49
UAE,Modeling,2025-05-01,8736054.87,5190877.94,3545176.93,886294.23,2658882.7,-380014.39,107755.73,-487770.12
UAE,Modeling,2025-06-01,8868282.85,5180781.64,3687501.21,921875.3,2765625.91,100727.49,10670.55,90056.94
UAE,Modeling,2025-07-01,9011918.32,5146752.28,3865166.04,966291.51,2898874.53,-98746.53,-112031.14,13284.61
UAE,Modeling,2025-08-01,8915892.15,5284588.11,3631304.04,907826.01,2723478.03,-248837.46,-233391.56,-15445.9
UAE,Modeling,2025-09-01,8870407.74,5225394.33,3645013.41,911253.35,2733760.06,114133.84,120429.12,-6295.28
UAE,Modeling,2025-10-01,8919090.04,5189952.3,3729137.74,932284.44,2796853.3,145745.1,-50918.4,196663.5
UAE,Modeling,2025-11-01,8921082.63,5295278.73,3625803.9,906450.97,2719352.93,-181772.68,-187641.09,5868.41
UAE,Modeling,2025-12-01,9171916.8,5241363.53,3930553.27,982638.32,2947914.95,205827.87,-23227.24,229055.11
UAE,Modeling,2026-01-01,8981745.41,5190217.94,3791527.47,947881.87,2843645.6,137789.09,-49258.48,187047.57
UAE,Modeling,2026-02-01,8876083.29,5257971.94,3618111.35,904527.84,2713583.51,-436707.77,-251039.06,-185668.71
UAE,Modeling,2026-03-01,8907861.54,5254351.97,3653509.57,913377.39,2740132.18,444444.33,221198.42,223245.91
UAE,Modeling,2026-04-01,8958404.68,5254267.2,3704137.48,926034.37,2778103.11,436120.81,-64063.67,500184.48
UAE,Modeling,2026-05-01,9180168.3,5426762.84,3753405.46,938351.36,2815054.1,331538.01,-129874.91,461412.92
UAE,Modeling,2026-06-01,9257396.15,5346309.29,3911086.86,977771.71,2933315.15,257382.78,-212458.36,469841.14
UAE,Modeling,2026-07-01,8996611.81,5459417.56,3537194.25,884298.56,2652895.69,432256.15,-48124.73,480380.88
UAE,Modeling,2026-08-01,9219689.31,5279458.23,3940231.08,985057.77,2955173.31,-210261.16,249188.27,-459449.43
UAE,Modeling,2026-09-01,9326421.28,5386466.74,3939954.54,984988.64,2954965.9,33853.63,-265171.62,299025.25
UAE,Modeling,2026-10-01,9222463.62,5338218.94,3884244.68,971061.17,2913183.51,203000.3,-201937.02,404937.32
UAE,Modeling,2026-11-01,9420236.81,5454623.03,3965613.78,991403.44,2974210.34,-339121.94,-194825.37,-144296.57
UAE,Modeling,2026-12-01,9177869.88,5364613.85,3813256.03,953314.01,2859942.02,-316615.23,-261164.98,-55450.25
UAE,Engineering,2025-01-01,17256228.16,10052786.19,7203441.97,1800860.49,5402581.48,862679.79,91535.92,771143.87
UAE,Engineering,2025-02-01,17407409.86,10004822.86,7402587.0,1850646.75,5551940.25,-709753.3,226399.03,-936152.33
UAE,Engineering,2025-03-01,17640486.99,10219492.81,7420994.18,1855248.54,5565745.64,533684.3,-277793.38,811477.68
UAE,Engineering,2025-04-01,17930134.49,10105952.08,7824182.41,1956045.6,5868136.81,-689483.21,-256413.57,-433069.64
UAE,Engineering,2025-05-01,17825571.96,10434397.74,7391174.22,1847793.55,5543380.67,794472.77,-193643.06,988115.83
UAE,Engineering,2025-06-01,17630964.56,10446208.23,7184756.33,1796189.08,5388567.25,-100503.07,-370193.87,269690.8
UAE,Engineering,2025-07-01,18001886.09,10373822.13,7628063.96,1907015.99,5721047.97,-663815.95,337815.25,-1001631.2
UAE,Engineering,2025-08-01,18073088.99,10365348.93,7707740.06,1926935.01,5780805.05,-691006.15,207523.47,-898529.62
UAE,Engineering,2025-09-01,18035430.86,10612512.94,7422917.92,1855729.48,5567188.44,101944.45,-487183.47,589127.92
UAE,Engineering,2025-10-01,18156026.49,10462850.69,7693175.8,1923293.95,5769881.85,-854766.39,446381.04,-1301147.43
UAE,Engineering,2025-11-01,17674179.24,10304126.88,7370052.36,1842513.09,5527539.27,698050.47,-409767.65,1107818.12
UAE,Engineering,2025-12-01,17921229.39,10668029.55,7253199.84,1813299.96,5439899.88,794308.76,-274611.29,1068920.05
UAE,Engineering,2026-01-01,17820646.5,10473866.19,7346780.31,1836695.08,5510085.23,461651.46,300226.39,161425.07
UAE,Engineering,2026-02-01,18187368.46,10746772.39,7440596.07,1860149.02,5580447.05,781756.6,-255088.6,1036845.2
UAE,Engineering,2026-03-01,18209976.15,10567221.72,7642754.43,1910688.61,5732065.82,-83525.06,245966.77,-329491.83
UAE,Engineering,2026-04-01,18378897.38,10657467.32,7721430.06,1930357.51,5791072.55,-596788.21,150866.48,-747654.69
UAE,Engineering,2026-05-01,18464906.26,10848373.91,7616532.35,1904133.09,5712399.26,-510974.45,-124185.8,-386788.65
UAE,Engineering,2026-06-01,18577989.31,10696031.87,7881957.44,1970489.36,5911468.08,766763.34,152392.15,614371.19
UAE,Engineering,2026-07-01,18787451.82,10802070.49,7985381.33,1996345.33,5989036.0,-512250.22,62988.12,-575238.34
UAE,Engineering,2026-08-01,18696698.71,10830211.16,7866487.55,1966621.89,5899865.66,-752828.4,350798.55,-1103626.95
UAE,Engineering,2026-09-01,18636593.96,10963340.73,7673253.23,1918313.31,5754939.92,-103185.64,472698.77,-575884.41
UAE,Engineering,2026-10-01,18900106.01,10958500.72,7941605.29,1985401.32,5956203.97,-184280.83,82965.66,-267246.49
UAE,Engineering,2026-11-01,18517043.46,10776737.02,7740306.44,1935076.61,5805229.83,-327450.04,-167599.15,-159850.89
UAE,Engineering,2026-12-01,18699377.01,10824538.21,7874838.8,1968709.7,5906129.1,134944.18,214188.1,-79243.92
UAE,Platform & Software,2025-01-01,5864062.42,4161619.67,1702442.75,425610.69,1276832.06,-292814.51,-33666.73,-259147.78
UAE,Platform & Software,2025-02-01,6067057.6,4120133.46,1946924.14,486731.03,1460193.11,-273722.01,-83211.32,-190510.69
UAE,Platform & Software,2025-03-01,6068265.07,4124771.63,1943493.44,485873.36,1457620.08,182656.38,-29223.67,211880.05
UAE,Platform & Software,2025-04-01,5962543.19,4171476.2,1791066.99,447766.75,1343300.24,-66478.0,-33213.87,-33264.13
UAE,Platform & Software,2025-05-01,5947417.15,4138182.41,1809234.74,452308.68,1356926.06,-134787.25,-23152.23,-111635.02
UAE,Platform & Software,2025-06-01,5917463.27,4141588.43,1775874.84,443968.71,1331906.13,-210719.9,-35462.56,-175257.34
UAE,Platform & Software,2025-07-01,6148528.41,4157029.56,1991498.85,497874.71,1493624.14,36976.49,-83622.42,120598.91
UAE,Platform & Software,2025-08-01,6159972.19,4109101.02,2050871.17,512717.79,1538153.38,-87647.57,55480.37,-143127.94
UAE,Platform & Software,2025-09-01,6083964.28,4143974.28,1939990.0,484997.5,1454992.5,135603.02,48055.69,87547.33
UAE,Platform & Software,2025-10-01,6016087.48,4226535.29,1789552.19,447388.05,1342164.14,-61502.66,-97483.66,35981.0
UAE,Platform & Software,2025-11-01,6106841.81,4276774.63,1830067.18,457516.79,1372550.39,219651.66,-136707.08,356358.74
UAE,Platform & Software,2025-12-01,6208763.29,4284868.5,1923894.79,480973.7,1442921.09,19559.94,75118.94,-55559.0
UAE,Platform & Software,2026-01-01,6088412.31,4183434.31,1904978.0,476244.5,1428733.5,-151886.26,-120235.31,-31650.95
UAE,Platform & Software,2026-02-01,6173147.91,4302128.45,1871019.46,467754.86,1403264.6,-139570.76,-19630.96,-119939.8
UAE,Platform & Software,2026-03-01,6095365.02,4202501.02,1892864.0,473216.0,1419648.0,-103015.32,-106491.16,3475.84
UAE,Platform & Software,2026-04-01,6298363.26,4298469.27,1999893.99,499973.5,1499920.49,-108566.05,-69619.48,-38946.57
UAE,Platform & Software,2026-05-01,6213240.67,4352970.9,1860269.77,465067.44,1395202.33,52787.12,-205114.49,257901.61
UAE,Platform & Software,2026-06-01,6160020.07,4305690.91,1854329.16,463582.29,1390746.87,190340.15,-208849.13,399189.28
UAE,Platform & Software,2026-07-01,6203499.73,4295515.56,1907984.17,476996.04,1430988.13,-272064.34,213379.47,-485443.81
UAE,Platform & Software,2026-08-01,6204923.02,4357669.57,1847253.45,461813.36,1385440.09,74820.58,-70621.65,145442.23
UAE,Platform & Software,2026-09-01,6319949.87,4318216.12,2001733.75,500433.44,1501300.31,272337.68,150413.6,121924.08
UAE,Platform & Software,2026-10-01,6267734.59,4361616.71,1906117.88,476529.47,1429588.41,194569.39,11061.38,183508.01
UAE,Platform & Software,2026-11-01,6261165.42,4328805.34,1932360.08,483090.02,1449270.06,257739.89,-155914.28,413654.17
UAE,Platform & Software,2026-12-01,6331787.31,4324220.27,2007567.04,501891.76,1505675.28,241713.65,50695.7,191017.95
